Seed,Learned tight sets,Total tight sets,Fraction of tight sets seen
1234,38,83,0.4578313253012048
1234,39,86,0.45348837209302323
1234,38,84,0.4523809523809524
1234,36,81,0.4444444444444444
1234,43,82,0.524390243902439
1234,40,82,0.4878048780487805
1234,37,80,0.4625
1234,32,81,0.3950617283950617
1234,42,81,0.5185185185185185
1234,44,83,0.5301204819277109
1234,39,79,0.4936708860759494
1234,39,83,0.46987951807228917
1234,36,80,0.45
1234,41,80,0.5125
1234,38,87,0.4367816091954023
1234,36,79,0.45569620253164556
1234,37,82,0.45121951219512196
1234,37,83,0.4457831325301205
1234,40,83,0.4819277108433735
1234,41,77,0.5324675324675324
1234,47,82,0.573170731707317
1234,29,78,0.3717948717948718
1234,40,80,0.5
1234,43,84,0.5119047619047619
1234,42,83,0.5060240963855421
1234,37,82,0.45121951219512196
1234,42,85,0.49411764705882355
1234,40,80,0.5
1234,44,80,0.55
1234,40,84,0.47619047619047616
1234,39,81,0.48148148148148145
1234,37,82,0.45121951219512196
1234,38,83,0.4578313253012048
1234,36,83,0.43373493975903615
1234,36,84,0.42857142857142855
1234,38,83,0.4578313253012048
1234,41,82,0.5
1234,42,82,0.5121951219512195
1234,38,82,0.4634146341463415
1234,45,82,0.5487804878048781
1234,42,82,0.5121951219512195
1234,39,80,0.4875
1234,28,84,0.3333333333333333
1234,38,79,0.4810126582278481
1234,38,85,0.4470588235294118
1234,39,83,0.46987951807228917
1234,40,81,0.49382716049382713
1234,38,82,0.4634146341463415
1234,46,85,0.5411764705882353
1234,43,83,0.5180722891566265
1234,36,83,0.43373493975903615
1234,43,85,0.5058823529411764
1234,42,84,0.5
1234,41,84,0.4880952380952381
1234,40,81,0.49382716049382713
1234,41,81,0.5061728395061729
1234,42,82,0.5121951219512195
1234,39,82,0.47560975609756095
1234,38,82,0.4634146341463415
1234,40,82,0.4878048780487805
1234,40,80,0.5
1234,38,86,0.4418604651162791
1234,43,79,0.5443037974683544
1234,42,80,0.525
1234,40,83,0.4819277108433735
1234,34,85,0.4
1234,39,82,0.47560975609756095
1234,31,80,0.3875
1234,43,79,0.5443037974683544
1234,40,81,0.49382716049382713
1234,47,80,0.5875
1234,42,79,0.5316455696202531
1234,48,81,0.5925925925925926
1234,41,84,0.4880952380952381
1234,38,82,0.4634146341463415
1234,43,81,0.5308641975308642
1234,39,82,0.47560975609756095
1234,40,83,0.4819277108433735
1234,42,83,0.5060240963855421
1234,40,83,0.4819277108433735
1234,42,82,0.5121951219512195
1234,42,82,0.5121951219512195
1234,42,82,0.5121951219512195
1234,39,83,0.46987951807228917
1234,47,80,0.5875
1234,41,80,0.5125
1234,38,83,0.4578313253012048
1234,33,83,0.39759036144578314
1234,34,79,0.43037974683544306
1234,45,82,0.5487804878048781
1234,36,80,0.45
1234,48,84,0.5714285714285714
1234,36,83,0.43373493975903615
1234,36,80,0.45
1234,42,80,0.525
1234,42,86,0.4883720930232558
1234,41,80,0.5125
1234,41,83,0.4939759036144578
1234,38,82,0.4634146341463415
1234,38,87,0.4367816091954023
1234,44,82,0.5365853658536586
1234,41,79,0.5189873417721519
1234,40,84,0.47619047619047616
1234,42,82,0.5121951219512195
1234,37,83,0.4457831325301205
1234,38,82,0.4634146341463415
1234,48,81,0.5925925925925926
1234,41,81,0.5061728395061729
1234,45,80,0.5625
1234,40,83,0.4819277108433735
1234,46,82,0.5609756097560976
1234,39,85,0.4588235294117647
1234,36,81,0.4444444444444444
1234,47,83,0.5662650602409639
1234,39,82,0.47560975609756095
1234,45,83,0.5421686746987951
1234,45,82,0.5487804878048781
1234,43,81,0.5308641975308642
1234,40,81,0.49382716049382713
1234,39,83,0.46987951807228917
1234,36,80,0.45
1234,41,82,0.5
1234,41,79,0.5189873417721519
1234,39,83,0.46987951807228917
1234,36,80,0.45
1234,46,79,0.5822784810126582
1234,36,80,0.45
1234,37,81,0.4567901234567901
1234,40,81,0.49382716049382713
1234,41,79,0.5189873417721519
1234,40,82,0.4878048780487805
1234,39,82,0.47560975609756095
1234,40,85,0.47058823529411764
1234,39,83,0.46987951807228917
1234,45,84,0.5357142857142857
1234,36,85,0.4235294117647059
1234,46,80,0.575
1234,42,82,0.5121951219512195
1234,37,82,0.45121951219512196
1234,47,83,0.5662650602409639
1234,37,85,0.43529411764705883
1234,40,80,0.5
1234,35,83,0.42168674698795183
1234,36,80,0.45
1234,45,78,0.5769230769230769
1234,41,81,0.5061728395061729
1234,41,84,0.4880952380952381
1234,38,81,0.4691358024691358
1234,50,84,0.5952380952380952
1234,42,82,0.5121951219512195
1234,38,82,0.4634146341463415
1234,38,82,0.4634146341463415
1234,46,81,0.5679012345679012
1234,47,82,0.573170731707317
1234,41,81,0.5061728395061729
1234,40,80,0.5
1234,36,82,0.43902439024390244
1234,40,82,0.4878048780487805
1234,45,85,0.5294117647058824
1234,42,85,0.49411764705882355
1234,37,82,0.45121951219512196
1234,45,84,0.5357142857142857
1234,43,81,0.5308641975308642
1234,41,83,0.4939759036144578
1234,33,81,0.4074074074074074
1234,48,82,0.5853658536585366
1234,40,81,0.49382716049382713
1234,42,83,0.5060240963855421
1234,35,82,0.4268292682926829
1234,47,86,0.5465116279069767
1234,44,81,0.5432098765432098
1234,39,83,0.46987951807228917
1234,39,81,0.48148148148148145
1234,42,83,0.5060240963855421
1234,48,82,0.5853658536585366
1234,48,84,0.5714285714285714
1234,46,80,0.575
1234,47,81,0.5802469135802469
1234,42,83,0.5060240963855421
1234,44,81,0.5432098765432098
1234,40,81,0.49382716049382713
1234,44,81,0.5432098765432098
1234,51,85,0.6
1234,40,81,0.49382716049382713
1234,45,84,0.5357142857142857
1234,40,83,0.4819277108433735
1234,45,82,0.5487804878048781
1234,45,81,0.5555555555555556
1234,42,83,0.5060240963855421
1234,42,83,0.5060240963855421
1234,39,82,0.47560975609756095
1234,35,86,0.4069767441860465
1234,42,82,0.5121951219512195
1234,47,81,0.5802469135802469
1234,48,83,0.5783132530120482
1234,37,82,0.45121951219512196
1234,48,79,0.6075949367088608
1234,41,82,0.5
1234,40,80,0.5
1234,46,79,0.5822784810126582
1234,41,82,0.5
1234,42,82,0.5121951219512195
1234,41,80,0.5125
1234,44,79,0.5569620253164557
1234,42,82,0.5121951219512195
1234,45,80,0.5625
1234,38,79,0.4810126582278481
1234,38,84,0.4523809523809524
1234,41,82,0.5
1234,37,81,0.4567901234567901
1234,42,84,0.5
1234,44,85,0.5176470588235295
1234,38,81,0.4691358024691358
1234,43,82,0.524390243902439
1234,42,82,0.5121951219512195
1234,42,85,0.49411764705882355
1234,43,83,0.5180722891566265
1234,42,84,0.5
1234,44,84,0.5238095238095238
1234,47,79,0.5949367088607594
1234,40,83,0.4819277108433735
1234,38,83,0.4578313253012048
1234,40,83,0.4819277108433735
1234,43,84,0.5119047619047619
1234,41,81,0.5061728395061729
1234,43,79,0.5443037974683544
1234,37,80,0.4625
1234,39,81,0.48148148148148145
1234,43,84,0.5119047619047619
1234,35,80,0.4375
1234,42,83,0.5060240963855421
1234,47,81,0.5802469135802469
1234,39,83,0.46987951807228917
1234,41,84,0.4880952380952381
1234,43,87,0.4942528735632184
1234,43,82,0.524390243902439
1234,40,82,0.4878048780487805
1234,48,81,0.5925925925925926
1234,40,79,0.5063291139240507
1234,42,81,0.5185185185185185
1234,42,84,0.5
1234,36,85,0.4235294117647059
1234,41,79,0.5189873417721519
1234,41,85,0.4823529411764706
1234,45,80,0.5625
1234,39,81,0.48148148148148145
1234,36,84,0.42857142857142855
1234,42,83,0.5060240963855421
1234,41,81,0.5061728395061729
1234,41,85,0.4823529411764706
1234,47,81,0.5802469135802469
1234,47,78,0.6025641025641025
1234,42,82,0.5121951219512195
1234,46,82,0.5609756097560976
1234,37,83,0.4457831325301205
1234,43,82,0.524390243902439
1234,42,82,0.5121951219512195
1234,46,82,0.5609756097560976
1234,45,84,0.5357142857142857
1234,42,83,0.5060240963855421
1234,41,80,0.5125
1234,39,79,0.4936708860759494
1234,36,79,0.45569620253164556
1234,44,81,0.5432098765432098
1234,41,82,0.5
1234,35,81,0.43209876543209874
1234,43,79,0.5443037974683544
1234,39,82,0.47560975609756095
1234,45,83,0.5421686746987951
1234,41,81,0.5061728395061729
1234,37,80,0.4625
1234,42,84,0.5
1234,40,83,0.4819277108433735
1234,44,81,0.5432098765432098
1234,41,79,0.5189873417721519
1234,35,81,0.43209876543209874
1234,42,85,0.49411764705882355
1234,43,82,0.524390243902439
1234,47,80,0.5875
1234,46,82,0.5609756097560976
1234,43,83,0.5180722891566265
1234,44,83,0.5301204819277109
1234,39,78,0.5
1234,37,82,0.45121951219512196
1234,45,82,0.5487804878048781
1234,36,83,0.43373493975903615
1234,43,81,0.5308641975308642
1234,44,84,0.5238095238095238
1234,40,82,0.4878048780487805
1234,37,82,0.45121951219512196
1234,42,83,0.5060240963855421
1234,45,82,0.5487804878048781
1234,45,83,0.5421686746987951
1234,50,84,0.5952380952380952
1234,43,81,0.5308641975308642
1234,46,80,0.575
1234,43,80,0.5375
1234,39,83,0.46987951807228917
1234,47,80,0.5875
1234,41,84,0.4880952380952381
1234,43,85,0.5058823529411764
1234,37,83,0.4457831325301205
1234,48,84,0.5714285714285714
1234,41,79,0.5189873417721519
1234,45,80,0.5625
1234,42,85,0.49411764705882355
1234,44,84,0.5238095238095238
1234,46,84,0.5476190476190477
1234,49,80,0.6125
1234,48,80,0.6
1234,45,83,0.5421686746987951
1234,44,85,0.5176470588235295
1234,45,81,0.5555555555555556
1234,42,86,0.4883720930232558
1234,47,82,0.573170731707317
1234,37,83,0.4457831325301205
1234,41,81,0.5061728395061729
1234,42,83,0.5060240963855421
1234,39,84,0.4642857142857143
1234,43,80,0.5375
1234,40,81,0.49382716049382713
1234,38,79,0.4810126582278481
1234,43,82,0.524390243902439
1234,46,77,0.5974025974025974
1234,41,80,0.5125
1234,42,83,0.5060240963855421
1234,35,85,0.4117647058823529
1234,37,79,0.46835443037974683
1234,44,82,0.5365853658536586
1234,42,82,0.5121951219512195
1234,43,83,0.5180722891566265
1234,45,84,0.5357142857142857
1234,39,80,0.4875
1234,37,79,0.46835443037974683
1234,34,85,0.4
1234,37,82,0.45121951219512196
1234,45,80,0.5625
1234,45,84,0.5357142857142857
1234,42,82,0.5121951219512195
1234,46,82,0.5609756097560976
1234,44,83,0.5301204819277109
1234,44,83,0.5301204819277109
1234,47,81,0.5802469135802469
1234,43,85,0.5058823529411764
1234,38,81,0.4691358024691358
1234,40,84,0.47619047619047616
1234,42,83,0.5060240963855421
1234,44,82,0.5365853658536586
1234,41,82,0.5
1234,41,78,0.5256410256410257
1234,44,84,0.5238095238095238
1234,40,81,0.49382716049382713
1234,41,81,0.5061728395061729
1234,44,81,0.5432098765432098
1234,35,81,0.43209876543209874
1234,46,87,0.5287356321839081
1234,43,86,0.5
1234,40,82,0.4878048780487805
1234,40,84,0.47619047619047616
1234,35,83,0.42168674698795183
1234,42,84,0.5
1234,48,84,0.5714285714285714
1234,42,82,0.5121951219512195
1234,48,80,0.6
1234,38,83,0.4578313253012048
1234,46,81,0.5679012345679012
1234,43,85,0.5058823529411764
1234,48,83,0.5783132530120482
1234,46,80,0.575
1234,42,82,0.5121951219512195
1234,50,81,0.6172839506172839
1234,49,80,0.6125
1234,42,81,0.5185185185185185
1234,37,81,0.4567901234567901
1234,44,85,0.5176470588235295
1234,39,79,0.4936708860759494
1234,36,80,0.45
1234,43,80,0.5375
1234,45,81,0.5555555555555556
1234,35,81,0.43209876543209874
1234,41,84,0.4880952380952381
1234,47,83,0.5662650602409639
1234,44,83,0.5301204819277109
1234,41,83,0.4939759036144578
1234,43,80,0.5375
1234,40,81,0.49382716049382713
1234,39,85,0.4588235294117647
1234,47,80,0.5875
1234,51,84,0.6071428571428571
1234,37,83,0.4457831325301205
1234,47,81,0.5802469135802469
1234,37,82,0.45121951219512196
1234,44,83,0.5301204819277109
1234,44,84,0.5238095238095238
1234,47,83,0.5662650602409639
1234,47,83,0.5662650602409639
1234,43,81,0.5308641975308642
1234,46,81,0.5679012345679012
1234,38,81,0.4691358024691358
1234,38,83,0.4578313253012048
1234,43,81,0.5308641975308642
1234,40,82,0.4878048780487805
1234,39,83,0.46987951807228917
1234,43,85,0.5058823529411764
1234,42,80,0.525
1234,44,80,0.55
1234,45,83,0.5421686746987951
1234,37,83,0.4457831325301205
1234,41,83,0.4939759036144578
1234,41,83,0.4939759036144578
1234,35,85,0.4117647058823529
1234,41,80,0.5125
1234,32,83,0.3855421686746988
1234,43,84,0.5119047619047619
1234,40,82,0.4878048780487805
1234,33,85,0.38823529411764707
1234,42,79,0.5316455696202531
1234,45,81,0.5555555555555556
1234,42,79,0.5316455696202531
1234,40,84,0.47619047619047616
1234,42,85,0.49411764705882355
1234,43,83,0.5180722891566265
1234,38,83,0.4578313253012048
90,36,81,0.4444444444444444
90,39,80,0.4875
90,24,81,0.2962962962962963
90,37,81,0.4567901234567901
90,37,80,0.4625
90,37,80,0.4625
90,45,82,0.5487804878048781
90,42,78,0.5384615384615384
90,42,84,0.5
90,42,82,0.5121951219512195
90,44,81,0.5432098765432098
90,45,81,0.5555555555555556
90,42,83,0.5060240963855421
90,45,81,0.5555555555555556
90,41,77,0.5324675324675324
90,43,82,0.524390243902439
90,44,79,0.5569620253164557
90,38,81,0.4691358024691358
90,37,84,0.44047619047619047
90,45,80,0.5625
90,43,80,0.5375
90,43,81,0.5308641975308642
90,44,80,0.55
90,37,82,0.45121951219512196
90,46,84,0.5476190476190477
90,45,82,0.5487804878048781
90,44,81,0.5432098765432098
90,37,76,0.4868421052631579
90,44,83,0.5301204819277109
90,42,84,0.5
90,45,84,0.5357142857142857
90,45,81,0.5555555555555556
90,45,82,0.5487804878048781
90,45,82,0.5487804878048781
90,43,81,0.5308641975308642
90,42,82,0.5121951219512195
90,41,84,0.4880952380952381
90,39,83,0.46987951807228917
90,44,82,0.5365853658536586
90,45,79,0.569620253164557
90,46,81,0.5679012345679012
90,44,80,0.55
90,44,82,0.5365853658536586
90,44,81,0.5432098765432098
90,43,79,0.5443037974683544
90,45,80,0.5625
90,45,83,0.5421686746987951
90,45,81,0.5555555555555556
90,44,82,0.5365853658536586
90,44,85,0.5176470588235295
90,45,82,0.5487804878048781
90,44,79,0.5569620253164557
90,46,83,0.5542168674698795
90,43,81,0.5308641975308642
90,45,81,0.5555555555555556
90,47,85,0.5529411764705883
90,45,80,0.5625
90,45,82,0.5487804878048781
90,45,80,0.5625
90,45,84,0.5357142857142857
90,45,80,0.5625
90,45,81,0.5555555555555556
90,44,83,0.5301204819277109
90,45,78,0.5769230769230769
90,45,83,0.5421686746987951
90,45,82,0.5487804878048781
90,45,80,0.5625
90,45,82,0.5487804878048781
90,45,81,0.5555555555555556
90,40,81,0.49382716049382713
90,43,84,0.5119047619047619
90,45,83,0.5421686746987951
90,45,81,0.5555555555555556
90,44,84,0.5238095238095238
90,43,79,0.5443037974683544
90,45,81,0.5555555555555556
90,44,82,0.5365853658536586
90,45,81,0.5555555555555556
90,44,79,0.5569620253164557
90,45,78,0.5769230769230769
90,45,81,0.5555555555555556
90,46,78,0.5897435897435898
90,45,81,0.5555555555555556
90,45,81,0.5555555555555556
90,45,80,0.5625
90,47,82,0.573170731707317
90,43,79,0.5443037974683544
90,45,77,0.5844155844155844
90,45,83,0.5421686746987951
90,45,84,0.5357142857142857
90,44,80,0.55
90,45,82,0.5487804878048781
90,45,81,0.5555555555555556
90,45,79,0.569620253164557
90,44,79,0.5569620253164557
90,44,82,0.5365853658536586
90,45,81,0.5555555555555556
90,43,79,0.5443037974683544
90,45,82,0.5487804878048781
90,47,81,0.5802469135802469
90,44,83,0.5301204819277109
90,46,82,0.5609756097560976
90,45,83,0.5421686746987951
90,44,79,0.5569620253164557
90,47,79,0.5949367088607594
90,45,81,0.5555555555555556
90,44,80,0.55
90,46,80,0.575
90,46,80,0.575
90,46,80,0.575
90,39,80,0.4875
90,44,80,0.55
90,45,82,0.5487804878048781
90,45,81,0.5555555555555556
90,38,82,0.4634146341463415
90,44,84,0.5238095238095238
90,45,82,0.5487804878048781
90,44,86,0.5116279069767442
90,44,82,0.5365853658536586
90,46,78,0.5897435897435898
90,46,83,0.5542168674698795
90,45,83,0.5421686746987951
90,45,81,0.5555555555555556
90,45,82,0.5487804878048781
90,45,81,0.5555555555555556
90,47,83,0.5662650602409639
90,44,79,0.5569620253164557
90,44,80,0.55
90,44,82,0.5365853658536586
90,46,80,0.575
90,46,78,0.5897435897435898
90,45,80,0.5625
90,45,82,0.5487804878048781
90,46,80,0.575
90,46,82,0.5609756097560976
90,46,82,0.5609756097560976
90,44,83,0.5301204819277109
90,45,81,0.5555555555555556
90,46,83,0.5542168674698795
90,43,83,0.5180722891566265
90,45,79,0.569620253164557
90,43,81,0.5308641975308642
90,41,78,0.5256410256410257
90,46,83,0.5542168674698795
90,46,85,0.5411764705882353
90,44,83,0.5301204819277109
90,42,82,0.5121951219512195
90,45,81,0.5555555555555556
90,45,82,0.5487804878048781
90,45,79,0.569620253164557
90,47,81,0.5802469135802469
90,46,80,0.575
90,45,82,0.5487804878048781
90,45,78,0.5769230769230769
90,46,79,0.5822784810126582
90,47,80,0.5875
90,46,82,0.5609756097560976
90,45,81,0.5555555555555556
90,45,82,0.5487804878048781
90,45,82,0.5487804878048781
90,46,79,0.5822784810126582
90,43,83,0.5180722891566265
90,47,79,0.5949367088607594
90,44,82,0.5365853658536586
90,45,80,0.5625
90,45,82,0.5487804878048781
90,46,82,0.5609756097560976
90,45,80,0.5625
90,46,78,0.5897435897435898
90,46,81,0.5679012345679012
90,48,83,0.5783132530120482
90,43,83,0.5180722891566265
90,46,79,0.5822784810126582
90,45,82,0.5487804878048781
90,45,80,0.5625
90,44,84,0.5238095238095238
90,44,82,0.5365853658536586
90,45,79,0.569620253164557
90,46,82,0.5609756097560976
90,46,80,0.575
90,45,82,0.5487804878048781
90,45,84,0.5357142857142857
90,46,81,0.5679012345679012
90,45,83,0.5421686746987951
90,45,80,0.5625
90,48,80,0.6
90,45,78,0.5769230769230769
90,49,81,0.6049382716049383
90,46,84,0.5476190476190477
90,44,81,0.5432098765432098
90,44,80,0.55
90,46,79,0.5822784810126582
90,44,81,0.5432098765432098
90,44,80,0.55
90,46,79,0.5822784810126582
90,47,82,0.573170731707317
90,45,83,0.5421686746987951
90,44,81,0.5432098765432098
90,49,82,0.5975609756097561
90,45,82,0.5487804878048781
90,46,80,0.575
90,45,84,0.5357142857142857
90,45,81,0.5555555555555556
90,46,83,0.5542168674698795
90,46,83,0.5542168674698795
90,46,82,0.5609756097560976
90,47,84,0.5595238095238095
90,47,81,0.5802469135802469
90,45,80,0.5625
90,47,81,0.5802469135802469
90,44,81,0.5432098765432098
90,46,80,0.575
90,46,83,0.5542168674698795
90,40,81,0.49382716049382713
90,46,81,0.5679012345679012
90,46,80,0.575
90,45,81,0.5555555555555556
90,45,82,0.5487804878048781
90,45,83,0.5421686746987951
90,45,82,0.5487804878048781
90,44,82,0.5365853658536586
90,44,81,0.5432098765432098
90,46,82,0.5609756097560976
90,45,81,0.5555555555555556
90,47,81,0.5802469135802469
90,46,82,0.5609756097560976
90,44,82,0.5365853658536586
90,45,81,0.5555555555555556
90,47,83,0.5662650602409639
90,45,80,0.5625
90,45,83,0.5421686746987951
90,45,82,0.5487804878048781
90,45,81,0.5555555555555556
90,44,81,0.5432098765432098
90,45,82,0.5487804878048781
90,45,81,0.5555555555555556
90,45,81,0.5555555555555556
90,47,85,0.5529411764705883
90,45,81,0.5555555555555556
90,44,81,0.5432098765432098
90,47,83,0.5662650602409639
90,45,80,0.5625
90,46,81,0.5679012345679012
90,45,80,0.5625
90,43,82,0.524390243902439
90,46,82,0.5609756097560976
90,46,80,0.575
90,46,81,0.5679012345679012
90,45,80,0.5625
90,49,80,0.6125
90,43,84,0.5119047619047619
90,46,81,0.5679012345679012
90,46,82,0.5609756097560976
90,45,82,0.5487804878048781
90,45,82,0.5487804878048781
90,44,79,0.5569620253164557
90,45,83,0.5421686746987951
90,43,83,0.5180722891566265
90,46,83,0.5542168674698795
90,47,79,0.5949367088607594
90,48,79,0.6075949367088608
90,46,80,0.575
90,46,81,0.5679012345679012
90,45,83,0.5421686746987951
90,46,81,0.5679012345679012
90,46,83,0.5542168674698795
90,46,80,0.575
90,48,77,0.6233766233766234
90,46,81,0.5679012345679012
90,46,81,0.5679012345679012
90,45,81,0.5555555555555556
90,46,78,0.5897435897435898
90,45,83,0.5421686746987951
90,46,80,0.575
90,46,79,0.5822784810126582
90,46,83,0.5542168674698795
90,47,84,0.5595238095238095
90,43,79,0.5443037974683544
90,45,77,0.5844155844155844
90,45,80,0.5625
90,46,80,0.575
90,46,79,0.5822784810126582
90,46,84,0.5476190476190477
90,45,81,0.5555555555555556
90,47,83,0.5662650602409639
90,47,83,0.5662650602409639
90,46,82,0.5609756097560976
90,44,80,0.55
90,46,83,0.5542168674698795
90,45,81,0.5555555555555556
90,46,78,0.5897435897435898
90,46,81,0.5679012345679012
90,46,79,0.5822784810126582
90,47,83,0.5662650602409639
90,46,82,0.5609756097560976
90,45,80,0.5625
90,46,81,0.5679012345679012
90,46,80,0.575
90,46,81,0.5679012345679012
90,44,84,0.5238095238095238
90,45,83,0.5421686746987951
90,43,79,0.5443037974683544
90,45,81,0.5555555555555556
90,46,81,0.5679012345679012
90,44,82,0.5365853658536586
90,44,81,0.5432098765432098
90,46,83,0.5542168674698795
90,45,81,0.5555555555555556
90,47,82,0.573170731707317
90,45,79,0.569620253164557
90,46,82,0.5609756097560976
90,43,82,0.524390243902439
90,46,80,0.575
90,45,80,0.5625
90,46,79,0.5822784810126582
90,45,84,0.5357142857142857
90,46,84,0.5476190476190477
90,47,81,0.5802469135802469
90,45,81,0.5555555555555556
90,46,80,0.575
90,48,80,0.6
90,45,79,0.569620253164557
90,44,81,0.5432098765432098
90,46,83,0.5542168674698795
90,45,84,0.5357142857142857
90,46,79,0.5822784810126582
90,45,81,0.5555555555555556
90,45,83,0.5421686746987951
90,47,84,0.5595238095238095
90,45,79,0.569620253164557
90,46,81,0.5679012345679012
90,46,81,0.5679012345679012
90,45,81,0.5555555555555556
90,45,81,0.5555555555555556
90,46,84,0.5476190476190477
90,43,82,0.524390243902439
90,44,82,0.5365853658536586
90,45,76,0.5921052631578947
90,42,79,0.5316455696202531
90,45,81,0.5555555555555556
90,45,83,0.5421686746987951
90,49,82,0.5975609756097561
90,47,81,0.5802469135802469
90,45,80,0.5625
90,46,83,0.5542168674698795
90,45,83,0.5421686746987951
90,46,80,0.575
90,47,83,0.5662650602409639
90,46,79,0.5822784810126582
90,44,82,0.5365853658536586
90,46,78,0.5897435897435898
90,48,82,0.5853658536585366
90,46,81,0.5679012345679012
90,45,82,0.5487804878048781
90,44,80,0.55
90,49,80,0.6125
90,48,78,0.6153846153846154
90,45,81,0.5555555555555556
90,46,81,0.5679012345679012
90,45,78,0.5769230769230769
90,47,83,0.5662650602409639
90,46,80,0.575
90,50,82,0.6097560975609756
90,47,83,0.5662650602409639
90,45,80,0.5625
90,46,81,0.5679012345679012
90,47,80,0.5875
90,45,81,0.5555555555555556
90,46,81,0.5679012345679012
90,45,82,0.5487804878048781
90,46,82,0.5609756097560976
90,46,81,0.5679012345679012
90,48,80,0.6
90,45,83,0.5421686746987951
90,48,81,0.5925925925925926
90,45,87,0.5172413793103449
90,45,83,0.5421686746987951
90,46,80,0.575
90,45,82,0.5487804878048781
90,45,80,0.5625
90,45,82,0.5487804878048781
90,44,79,0.5569620253164557
90,46,82,0.5609756097560976
90,45,81,0.5555555555555556
90,48,80,0.6
90,47,80,0.5875
90,46,81,0.5679012345679012
90,45,80,0.5625
90,47,81,0.5802469135802469
90,46,80,0.575
90,45,82,0.5487804878048781
90,44,81,0.5432098765432098
90,45,79,0.569620253164557
90,46,80,0.575
90,45,81,0.5555555555555556
90,46,78,0.5897435897435898
90,45,80,0.5625
90,46,81,0.5679012345679012
90,46,81,0.5679012345679012
90,45,83,0.5421686746987951
90,47,80,0.5875
90,47,80,0.5875
90,47,80,0.5875
90,46,83,0.5542168674698795
90,46,82,0.5609756097560976
90,45,82,0.5487804878048781
90,46,80,0.575
90,47,81,0.5802469135802469
90,46,79,0.5822784810126582
90,47,80,0.5875
90,45,80,0.5625
90,46,80,0.575
90,45,79,0.569620253164557
90,46,81,0.5679012345679012
90,47,79,0.5949367088607594
90,47,80,0.5875
90,46,79,0.5822784810126582
90,46,80,0.575
90,45,82,0.5487804878048781
90,48,79,0.6075949367088608
90,45,81,0.5555555555555556
90,45,78,0.5769230769230769
90,46,81,0.5679012345679012
90,46,82,0.5609756097560976
90,47,80,0.5875
90,48,83,0.5783132530120482
90,46,84,0.5476190476190477
90,48,80,0.6
90,47,81,0.5802469135802469
90,47,81,0.5802469135802469
90,45,83,0.5421686746987951
90,45,78,0.5769230769230769
90,47,83,0.5662650602409639
90,47,83,0.5662650602409639
90,47,83,0.5662650602409639
90,47,86,0.5465116279069767
90,46,82,0.5609756097560976
90,46,79,0.5822784810126582
90,46,80,0.575
90,47,81,0.5802469135802469
90,45,79,0.569620253164557
90,44,85,0.5176470588235295
90,46,81,0.5679012345679012
90,45,80,0.5625
90,45,82,0.5487804878048781
90,45,82,0.5487804878048781
90,45,82,0.5487804878048781
90,45,82,0.5487804878048781
90,48,83,0.5783132530120482
